Id,Name,Description,Created on,Updated on,Owner,License,Includes wiki,Forks count,Issues count,Stars count,Watchers count,Repo URL,Commits URL,Languages URL,Languages
222609377,Assignment1-1,,2019-11-19T04:38:05Z,2019-11-19T04:38:07Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/Assignment1-1,https://api.github.com/repos/alisajedi/Assignment1-1/commits,https://api.github.com/repos/alisajedi/Assignment1-1/languages,
190033416,Back-End-Developer-Interview-Questions,"A list of back-end related questions you can be inspired from to interview potential candidates, test yourself or completely ignore",2019-06-03T15:33:57Z,2019-06-03T15:34:00Z,alisajedi,GNU General Public License v2.0,True,0,0,0,0,https://api.github.com/repos/alisajedi/Back-End-Developer-Interview-Questions,https://api.github.com/repos/alisajedi/Back-End-Developer-Interview-Questions/commits,https://api.github.com/repos/alisajedi/Back-End-Developer-Interview-Questions/languages,
24911140,BogoPicGen,,2014-10-07T20:54:07Z,2014-10-07T20:54:07Z,alisajedi,,True,2,0,0,0,https://api.github.com/repos/alisajedi/BogoPicGen,https://api.github.com/repos/alisajedi/BogoPicGen/commits,https://api.github.com/repos/alisajedi/BogoPicGen/languages,
34820568,brackets,"An open source code editor for the web, written in JavaScript, HTML and CSS.",2015-04-29T22:02:01Z,2015-04-29T22:02:18Z,alisajedi,MIT License,True,0,0,0,0,https://api.github.com/repos/alisajedi/brackets,https://api.github.com/repos/alisajedi/brackets/commits,https://api.github.com/repos/alisajedi/brackets/languages,JavaScript
27054253,bug-triager-scikit,Bug Triager using scikit learn cuz I'm laaaaaaazy.,2014-11-24T00:38:15Z,2014-11-24T00:38:15Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/bug-triager-scikit,https://api.github.com/repos/alisajedi/bug-triager-scikit/commits,https://api.github.com/repos/alisajedi/bug-triager-scikit/languages,Python
30849578,BugTriaging,Bug Triaging with Stack Overflow data combined with Github data,2015-02-16T01:41:03Z,2017-01-05T02:16:27Z,alisajedi,,True,1,1,2,2,https://api.github.com/repos/alisajedi/BugTriaging,https://api.github.com/repos/alisajedi/BugTriaging/commits,https://api.github.com/repos/alisajedi/BugTriaging/languages,Java
24911067,CameraTest,,2014-10-07T20:52:11Z,2014-10-07T20:52:11Z,alisajedi,,True,5,0,0,0,https://api.github.com/repos/alisajedi/CameraTest,https://api.github.com/repos/alisajedi/CameraTest/commits,https://api.github.com/repos/alisajedi/CameraTest/languages,
17614698,CMPUT404-project-socialdistribution,CMPUT404-project-socialdistribution,2014-03-11T01:35:00Z,2014-03-11T01:35:00Z,alisajedi,Apache License 2.0,True,0,0,0,0,https://api.github.com/repos/alisajedi/CMPUT404-project-socialdistribution,https://api.github.com/repos/alisajedi/CMPUT404-project-socialdistribution/commits,https://api.github.com/repos/alisajedi/CMPUT404-project-socialdistribution/languages,
29277229,cmput410lab1,The first lab in cmput 410,2015-01-15T02:41:06Z,2015-01-15T02:41:06Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/cmput410lab1,https://api.github.com/repos/alisajedi/cmput410lab1/commits,https://api.github.com/repos/alisajedi/cmput410lab1/languages,Python
222544270,data,,2019-11-18T21:04:04Z,2019-11-18T21:04:06Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/data,https://api.github.com/repos/alisajedi/data/commits,https://api.github.com/repos/alisajedi/data/languages,
