Job_id,Job_Title,Company,Skill,Experience,No_of_Skills,Lang_score,stars,Age,Link
286,Senior Data Scientist,Nike,"{TensorFlow, Machine Learning, Git, MATLAB, Signal Processing, Python, SVN}","{2, 4, 4, 3, 5, 4, 3}",7,"{0.08, 0.16, 0.16, 0.12, 0.2, 0.16, 0.12}",4.199999809,1,https://www.indeed.com/rc/clk?jk=2857fac2768df3d7&fccid=2c62e4de04b8f952&vjs=3
287,Data Scientist,EagleView Technologies,"{Predictive Analytics, Machine Learning, R, Image Processing, Python, SQL, AWS}","{1, 4, 1, 5, 5, 4, 4}",7,"{0.0417, 0.1667, 0.0417, 0.2083, 0.2083, 0.1667, 0.1667}",3.200000048,1,https://www.indeed.com/rc/clk?jk=2da0d7c071156498&fccid=f7b190e23d6955d7&vjs=3
289,Data Scientist,Standard Insurance Company,"{Data Mining, Machine Learning, Power BI, R, Azure, SQL, Cloud Computing, Python}","{2, 3, 5, 5, 1, 4, 5, 2}",8,"{0.0741, 0.1111, 0.1852, 0.1852, 0.037, 0.1481, 0.1852, 0.0741}",3.700000048,1,https://www.indeed.com/rc/clk?jk=eff9f578f4294f3c&fccid=987bded2d477dc2b&vjs=3
291,Data Scientist,Hewlett Packard Enterprise,"{JavaScript, Hive, Data Mining, Machine Learning, Hadoop, R, Statisical Analysis, C/C++, SQL, Java, MySQL, Spark, Python, Data Science}","{1, 3, 1, 5, 2, 1, 5, 5, 3, 1, 1, 4, 3, 2}",14,"{0.027, 0.0811, 0.027, 0.1351, 0.0541, 0.027, 0.1351, 0.1351, 0.0811, 0.027, 0.027, 0.1081, 0.0811, 0.0541}",3.700000048,1,https://www.indeed.com/rc/clk?jk=759a4e085befed41&fccid=216eb700022de6f6&vjs=3
293,DATA SCIENTIST,Weatherford,"{TensorFlow, Linux, Hive, Machine Learning, Azure, SQL, Big Data, Software Development, Hadoop, Scala, Java, Cassandra, Spark, NoSQL, Python, Data Science, AWS}","{5, 5, 3, 3, 4, 5, 4, 3, 3, 4, 5, 5, 1, 4, 5, 4, 5}",17,"{0.0735, 0.0735, 0.0441, 0.0441, 0.0588, 0.0735, 0.0588, 0.0441, 0.0441, 0.0588, 0.0735, 0.0735, 0.0147, 0.0588, 0.0735, 0.0588, 0.0735}",3.900000095,1,https://www.indeed.com/rc/clk?jk=999f59ff18ef3e1e&fccid=e764c38693822dfc&vjs=3
294,Data Scientist,Next Rev Technologies LLC,"{Linux, TS/SCI Clearance, Hadoop, Scala, Eclipse, SQL, Java, MongoDB, Spark, Git, NoSQL, Redis, Python, Elasticsearch}","{5, 3, 5, 3, 1, 2, 3, 1, 1, 5, 2, 4, 4, 3}",14,"{0.119, 0.0714, 0.119, 0.0714, 0.0238, 0.0476, 0.0714, 0.0238, 0.0238, 0.119, 0.0476, 0.0952, 0.0952, 0.0714}",,1,https://www.indeed.com/rc/clk?jk=f0be0d5b2a22b836&fccid=909645a0c6269169&vjs=3
295,Data Scientist/Modeller,Triquetro,"{Pig, Linux, Hive, Data Mining, Microsoft SQL Server, Time Management, Hadoop, R, Oracle, SAS, SQL, Tableau, Big Data, SPSS, Data Analysis, Python}","{5, 3, 5, 5, 5, 2, 2, 5, 3, 2, 1, 2, 1, 5, 3, 2}",16,"{0.098, 0.0588, 0.098, 0.098, 0.098, 0.0392, 0.0392, 0.098, 0.0588, 0.0392, 0.0196, 0.0392, 0.0196, 0.098, 0.0588, 0.0392}",,1,https://www.indeed.com/rc/clk?jk=3036a724c5d67d52&fccid=d26f8d3cac9a3b50&vjs=3
297,DATA SCIENTIST II,Sprint,"{Hadoop, NoSQL, R}","{5, 5, 4}",3,"{0.3571, 0.3571, 0.2857}",3.700000048,1,https://www.indeed.com/rc/clk?jk=044aee9bd3434cd7&fccid=88d070a75f3896d5&vjs=3
298,Data Scientist,"Synchronoss Technologies, Inc.","{Scripting, Project Management, R, Scala, Microsoft Word, Spark, Telecommunication, Data Analysis, Python}","{3, 4, 3, 5, 1, 5, 2, 5, 4}",9,"{0.0938, 0.125, 0.0938, 0.1562, 0.0312, 0.1562, 0.0625, 0.1562, 0.125}",3.599999905,1,https://www.indeed.com/rc/clk?jk=08d5114da130feb8&fccid=004b60ecb6a2cda1&vjs=3
299,Data Scientist,Synchronoss,"{Scripting, Project Management, R, Scala, Microsoft Word, Spark, Telecommunication, Data Analysis, Python}","{1, 5, 3, 3, 2, 1, 1, 4, 3}",9,"{0.0435, 0.2174, 0.1304, 0.1304, 0.087, 0.0435, 0.0435, 0.1739, 0.1304}",3.400000095,1,https://www.indeed.com/rc/clk?jk=83303d545d4bd1df&fccid=9e3bb55889e1572b&vjs=3
307,Data Scientist II,Zurich North America,"{Pig, Hive, Data Mining, Machine Learning, Hadoop, R, SAS, SQL, Leadership Experience, Data Science, Python}","{4, 2, 4, 1, 1, 3, 3, 2, 4, 3, 1}",11,"{0.1429, 0.0714, 0.1429, 0.0357, 0.0357, 0.1071, 0.1071, 0.0714, 0.1429, 0.1071, 0.0357}",3.700000048,1,https://www.indeed.com/rc/clk?jk=a3029934aba1eed0&fccid=34938366d45106af&vjs=3
320,Data Scientist (Predictive Service Management),"Lexmark International, Inc.","{Machine Learning, Scripting, Power BI, R, Lean, SQL, Tableau, MongoDB, Design Experience, NoSQL, Python, AWS}","{1, 1, 2, 1, 5, 5, 4, 3, 2, 2, 2, 3}",12,"{0.0323, 0.0323, 0.0645, 0.0323, 0.1613, 0.1613, 0.129, 0.0968, 0.0645, 0.0645, 0.0645, 0.0968}",3.900000095,1,https://www.indeed.com/rc/clk?jk=0e357d0dd0ae42b4&fccid=e9360905cbeb5afa&vjs=3
321,Data Scientist,Florida Blue,"{Linux, AI, Machine Learning, Power BI, Hadoop, R, Perl, SAS, Tableau, Java, Big Data, Supervising Experience, Predictive Analytics, OOP, Python}","{1, 2, 4, 3, 4, 2, 5, 1, 3, 1, 3, 1, 3, 1, 3}",15,"{0.027, 0.0541, 0.1081, 0.0811, 0.1081, 0.0541, 0.1351, 0.027, 0.0811, 0.027, 0.0811, 0.027, 0.0811, 0.027, 0.0811}",4,1,https://www.indeed.com/rc/clk?jk=9bf552b71232a462&fccid=2fdfd060fabdfb04&vjs=3
323,Data Scientist,Equifax,"{AI, Machine Learning, Hadoop, Scala, R, SAS, C/C++, SQL, Big Data, Java, Spark, Design Experience, Python, Data Science}","{1, 1, 3, 2, 2, 1, 5, 3, 2, 2, 1, 2, 1, 4}",14,"{0.0333, 0.0333, 0.1, 0.0667, 0.0667, 0.0333, 0.1667, 0.1, 0.0667, 0.0667, 0.0333, 0.0667, 0.0333, 0.1333}",3.700000048,1,https://www.indeed.com/rc/clk?jk=ce8ddc36ef14ede1&fccid=34c446722f3cf576&vjs=3
324,Sr Data Scientist,GM Financial,"{R, SAS, Python, Microsoft Office}","{5, 2, 5, 3}",4,"{0.3333, 0.1333, 0.3333, 0.2}",3.700000048,1,https://www.indeed.com/rc/clk?jk=1bf812452129a2e6&fccid=b6e80abbe732699d&vjs=3
332,Data Scientist,Nielsen,"{Statistical Software, Quantitative Analysis, Microsoft Powerpoint, Project Management, R, SQL, Microsoft Office, Analysis Skills, Data Analysis, Python, Google Suite}","{3, 4, 5, 5, 1, 2, 3, 5, 3, 2, 2}",11,"{0.0857, 0.1143, 0.1429, 0.1429, 0.0286, 0.0571, 0.0857, 0.1429, 0.0857, 0.0571, 0.0571}",3.799999952,1,https://www.indeed.com/rc/clk?jk=63bf4ff7ca34419c&fccid=683f563b5cc25b70&vjs=3
355,Senior Modeler (Data Scientist),Novartis,"{TensorFlow, Business Intelligence, Machine Learning, MATLAB, R, Image Processing, Signal Processing, Python}","{3, 2, 2, 4, 5, 1, 1, 5}",8,"{0.1304, 0.087, 0.087, 0.1739, 0.2174, 0.0435, 0.0435, 0.2174}",3.799999952,1,https://www.indeed.com/rc/clk?jk=701b7b6766f9732a&fccid=a59cf55b5265bc75&vjs=3
366,Senior Data Scientist,Netflix,"{Pig, Hive, Machine Learning, R, SQL, Spark, Python}","{3, 5, 4, 4, 1, 3, 3}",7,"{0.1304, 0.2174, 0.1739, 0.1739, 0.0435, 0.1304, 0.1304}",3.900000095,1,https://www.indeed.com/rc/clk?jk=5f772a7ddae7f9ad&fccid=66403b30a2c0d89c&vjs=3
390,Data Scientist,Mayo Clinic,"{Data Mining, Machine Learning, Project Management, R, SAS, Python}","{4, 4, 5, 4, 5, 3}",6,"{0.16, 0.16, 0.2, 0.16, 0.2, 0.12}",4.199999809,1,https://www.indeed.com/rc/clk?jk=6eb58f88f843cbb8&fccid=26877094797beef3&vjs=3
398,Data Scientist,"Press Ganey Associates, Inc.","{Microsoft SQL Server, Project Management, R, Azure, Perl, C/C++, SQL, HTML5, STATA, PHP, JavaScript, Hadoop, Visual Basic, SAS, Tableau, Python, AWS}","{4, 2, 2, 2, 5, 2, 3, 4, 3, 1, 4, 5, 5, 1, 4, 1, 3}",17,"{0.0784, 0.0392, 0.0392, 0.0392, 0.098, 0.0392, 0.0588, 0.0784, 0.0588, 0.0196, 0.0784, 0.098, 0.098, 0.0196, 0.0784, 0.0196, 0.0588}",3.599999905,1,https://www.indeed.com/rc/clk?jk=bd2625f43fd993dd&fccid=381fad78e933959b&vjs=3
448,Data Scientist,"Quadrint, Inc.","{TS/SCI Clearance, Machine Learning, R, SQL, Java, Python, Military Experience, Intelligence Community Experience}","{2, 4, 5, 5, 3, 5, 4, 3}",8,"{0.0645, 0.129, 0.1613, 0.1613, 0.0968, 0.1613, 0.129, 0.0968}",,1,https://www.indeed.com/rc/clk?jk=57a542ebfa80a1c6&fccid=ba09c377ad57f60a&vjs=3
708,"Associate Director, Data Scientist",Annalect,"{JavaScript, Machine Learning, XML, Hadoop, R, SQL, HTML5, Spark, Shell Scripting, CSS, Python, AWS}","{3, 4, 4, 2, 1, 2, 4, 1, 4, 3, 4, 1}",12,"{0.0909, 0.1212, 0.1212, 0.0606, 0.0303, 0.0606, 0.1212, 0.0303, 0.1212, 0.0909, 0.1212, 0.0303}",3,1,https://www.indeed.com/rc/clk?jk=61fc0c73adafd539&fccid=1ae48412754511fd&vjs=3
731,"Director, Data Scientist",USAA,"{Ruby, Machine Learning, Perl, Management Experience, Java, Leadership Experience, Python}","{1, 3, 1, 1, 4, 2, 4}",7,"{0.0625, 0.1875, 0.0625, 0.0625, 0.25, 0.125, 0.25}",4,1,https://www.indeed.com/rc/clk?jk=5f7aefe99c7fe3ed&fccid=3a1edc2d763c4288&vjs=3
762,"Data Scientist, Top Secret",Tsource,"{Data Mining, TS/SCI Clearance, Machine Learning, R, SAS, SQL, Tableau, SPSS, Data Analysis, MATLAB, Python}","{1, 2, 2, 5, 2, 5, 3, 2, 1, 1, 1}",11,"{0.04, 0.08, 0.08, 0.2, 0.08, 0.2, 0.12, 0.08, 0.04, 0.04, 0.04}",,1,https://www.indeed.com/rc/clk?jk=05a054d40cb7c2d2&fccid=937e0999c59877b4&vjs=3
821,Lead Data Scientist,Nielsen,"{Linux, Hive, Hadoop, Azure, Scala, Oracle, SAS, SQL, Spark, Python, AWS}","{5, 2, 4, 4, 5, 2, 3, 3, 1, 1, 1}",11,"{0.1613, 0.0645, 0.129, 0.129, 0.1613, 0.0645, 0.0968, 0.0968, 0.0323, 0.0323, 0.0323}",3.799999952,1,https://www.indeed.com/rc/clk?jk=1c601d480bcef16f&fccid=683f563b5cc25b70&vjs=3
972,"DATA SCIENTIST, MANAGER",UTC,"{AI, Data Mining, Machine Learning, Project Management, R, SAS, SQL, Tableau, Python}","{4, 3, 4, 2, 5, 2, 2, 5, 1}",9,"{0.1429, 0.1071, 0.1429, 0.0714, 0.1786, 0.0714, 0.0714, 0.1786, 0.0357}",4,1,https://www.indeed.com/rc/clk?jk=a33a36de6fb4a23d&fccid=54fab6b8f8edafb5&vjs=3
996,Data Scientist,Ace Technologies,"{Java, R, Scala, Perl, CI/CD, Oracle, Python, Clojure, C/C++}","{1, 4, 3, 1, 2, 3, 1, 3, 4}",9,"{0.0455, 0.1818, 0.1364, 0.0455, 0.0909, 0.1364, 0.0455, 0.1364, 0.1818}",4.099999905,1,https://www.indeed.com/rc/clk?jk=7bc530079969da7e&fccid=b7287cc45de81a80&vjs=3
998,Data Scientist - Quip,Salesforce,"{Business Intelligence, SQL}","{3, 5}",2,"{0.375, 0.625}",4.199999809,1,https://www.indeed.com/rc/clk?jk=515cde9dcfab1191&fccid=4027cfd917e1ee29&vjs=3
999,Image Data Scientist,Merck,"{MATLAB, Image Processing}","{1, 3}",2,"{0.25, 0.75}",4.099999905,1,https://www.indeed.com/rc/clk?jk=acdd99c7992da210&fccid=c38b7d5e0419a6a7&vjs=3
1001,Data Scientist,Oath Inc,"{Pig, Hive, Data Mining, Machine Learning, Hadoop, R, Perl, SQL, Big Data, Spark, Data Analysis, Python}","{1, 1, 2, 2, 5, 3, 4, 1, 1, 4, 2, 2}",12,"{0.0357, 0.0357, 0.0714, 0.0714, 0.1786, 0.1071, 0.1429, 0.0357, 0.0357, 0.1429, 0.0714, 0.0714}",3.900000095,1,https://www.indeed.com/rc/clk?jk=89a2eedeeeaeb6b8&fccid=ec7026b814653f27&vjs=3
1002,Data Scientist - Risk,Eventbrite,"{Big Data, Hive, Data Mining, Machine Learning, Python, SQL}","{2, 2, 2, 4, 3, 2}",6,"{0.1333, 0.1333, 0.1333, 0.2667, 0.2, 0.1333}",3.799999952,1,https://www.indeed.com/rc/clk?jk=d315378a2b0afca6&fccid=28dd3b780624bbf1&vjs=3
1003,Data Scientist II,GM Financial,"{R, SAS, Python, Microsoft Office}","{2, 3, 1, 5}",4,"{0.1818, 0.2727, 0.0909, 0.4545}",3.700000048,1,https://www.indeed.com/rc/clk?jk=070a3ef973c55e35&fccid=b6e80abbe732699d&vjs=3
1005,Data Scientist,Booz Allen Hamilton,"{Machine Learning, R, SQL, Tableau, Splunk, Java, Docker, MATLAB, Python}","{3, 5, 1, 1, 2, 3, 1, 2, 4}",9,"{0.1364, 0.2273, 0.0455, 0.0455, 0.0909, 0.1364, 0.0455, 0.0909, 0.1818}",3.900000095,1,https://www.indeed.com/rc/clk?jk=00c8a93434edf180&fccid=4e041af1d0af1bc8&vjs=3
1006,Data Scientist 2,Beyondsoft Consulting,"{.Net, Java, C#, Data Warehouse, Scripting, Azure}","{5, 2, 1, 3, 5, 2}",6,"{0.2778, 0.1111, 0.0556, 0.1667, 0.2778, 0.1111}",3.599999905,1,https://www.indeed.com/rc/clk?jk=1e1c79a1ce74ea36&fccid=ee3ef3b98a9e5bcb&vjs=3
29,Data Analysis & Machine Learning Postdoctoral Researcher,Lawrence Livermore National Laboratory,"{TensorFlow, Machine Learning, Git, Python, SVN}","{5, 3, 1, 2, 5}",5,"{0.3125, 0.1875, 0.0625, 0.125, 0.3125}",4.300000191,2,https://www.indeed.com/rc/clk?jk=fbe8ba212a66f66c&fccid=26727f1861532c63&vjs=3
288,Data Scientist,University of Massachusetts Medical School,{Data Mining},{3},1,{1.0},4.199999809,2,https://www.indeed.com/rc/clk?jk=1d1e23987e20e70e&fccid=4194c6669dc44266&vjs=3
310,Data Scientist,Rifiniti,"{Data Mining, Machine Learning, R, MySQL, Spark, Software Development, MATLAB, Python, AWS}","{4, 3, 4, 2, 1, 4, 2, 2, 3}",9,"{0.16, 0.12, 0.16, 0.08, 0.04, 0.16, 0.08, 0.08, 0.12}",,2,https://www.indeed.com/rc/clk?jk=ba98eca8ec6f7d52&fccid=9a5cf6c05095891b&vjs=3
845,Data Scientist,Experis,"{.Net, Microsoft SQL Server, C#, Machine Learning, R, Azure, Python, SQL}","{1, 2, 4, 5, 5, 3, 2, 5}",8,"{0.037, 0.0741, 0.1481, 0.1852, 0.1852, 0.1111, 0.0741, 0.1852}",3.599999905,2,https://www.indeed.com/rc/clk?jk=7beec29e1cb6a6a1&fccid=ca2b244e2a15ca5c&vjs=3
965,Postdoctoral Research Staff Member (Data Scientist),Lawrence Livermore National Laboratory,"{Machine Learning, Data Analysis, MATLAB, Python, C/C++, Fortran}","{5, 4, 4, 5, 1, 5}",6,"{0.2083, 0.1667, 0.1667, 0.2083, 0.0417, 0.2083}",4.300000191,2,https://www.indeed.com/rc/clk?jk=63e46a3a36b0a3a1&fccid=26727f1861532c63&vjs=3
53,Data Scientist,"NextEra Energy, Inc.","{Natural Language Processing, Machine Learning}","{5, 2}",2,"{0.7143, 0.2857}",3.799999952,3,https://www.indeed.com/rc/clk?jk=b0bb09d1f5f9f859&fccid=ee1723cae957f03e&vjs=3
269,Machine Learning Evangelist,SigOpt,{Machine Learning},{2},1,{1.0},,3,https://www.indeed.com/rc/clk?jk=95f87f37bba82300&fccid=0a30b1a1341d4225&vjs=3
876,"Research Scientist, Machine Learning and Intelligence",Google,"{Natural Language Processing, AI, Data Mining, Machine Learning, Image Processing, C/C++, Python}","{2, 2, 4, 4, 1, 3, 3}",7,"{0.1053, 0.1053, 0.2105, 0.2105, 0.0526, 0.1579, 0.1579}",4.300000191,3,https://www.indeed.com/rc/clk?jk=bbecbcf92e67cf00&fccid=a5b4499d9e91a5c6&vjs=3
60,Data Scientist - Labor Planning & Analytics,Dicks Sporting Goods,"{Machine Learning, R, Microsoft Office, SQL, Alteryx, Data Warehouse, Python}","{3, 5, 3, 3, 3, 2, 5}",7,"{0.125, 0.2083, 0.125, 0.125, 0.125, 0.0833, 0.2083}",3.5,4,https://www.indeed.com/rc/clk?jk=2e91b90841f2ae9c&fccid=55a2bdb0a91b873d&vjs=3
66,Data Scientist (Corporate),MGM Resorts International,"{Data Mining, Statisical Analysis, Customer Service}","{1, 2, 4}",3,"{0.1429, 0.2857, 0.5714}",4,4,https://www.indeed.com/rc/clk?jk=e1a8834f477888af&fccid=ffe2a8d347177024&vjs=3
71,Data Scientist,UPMC,"{Machine Learning, Data Management, MATLAB, R, SAS}","{5, 1, 5, 5, 1}",5,"{0.2941, 0.0588, 0.2941, 0.2941, 0.0588}",3.799999952,4,https://www.indeed.com/rc/clk?jk=73ffc2b9ce409dab&fccid=b75dda97eecc3e82&vjs=3
132,Machine Learning and Artificial Intelligence Scientist,BASF,"{AI, Machine Learning, R, Python}","{1, 1, 2, 1}",4,"{0.2, 0.2, 0.4, 0.2}",4.199999809,4,https://www.indeed.com/rc/clk?jk=b2da45661c390b4d&fccid=f161bd11bb997f0a&vjs=3
300,Data Scientist,TVG Network Betfair US,{Data Mining},{3},1,{1.0},,4,https://www.indeed.com/rc/clk?jk=48bd7499b7a6a46d&fccid=af1fd65664e67a06&vjs=3
303,Data Scientist,Cook Medical,"{Visual Studio, Data Mining, Microsoft SQL Server, SQL}","{5, 2, 3, 3}",4,"{0.3846, 0.1538, 0.2308, 0.2308}",3.700000048,4,https://www.indeed.com/rc/clk?jk=7958615049d3146f&fccid=2cb229c87778520c&vjs=3
337,Data Scientist - You Make Data Sing,NT Concepts,"{TensorFlow, Natural Language Processing, Machine Learning}","{5, 5, 5}",3,"{0.3333, 0.3333, 0.3333}",3.400000095,4,https://www.indeed.com/rc/clk?jk=bf2cd900f3fd6c5f&fccid=d38498357cdcfc9a&vjs=3
395,Data Scientist - Innovation,comScore,"{Data Mining, Machine Learning, Python, SQL}","{2, 5, 1, 4}",4,"{0.1667, 0.4167, 0.0833, 0.3333}",3.5,4,https://www.indeed.com/rc/clk?jk=bea2bb4cd0015940&fccid=b39fb6f124ce8586&vjs=3
510,Data Scientist,"Ascena Retail Group, Inc.","{Big Data, Natural Language Processing, Spark, Machine Learning, R, Python}","{4, 5, 4, 2, 2, 2}",6,"{0.2105, 0.2632, 0.2105, 0.1053, 0.1053, 0.1053}",3.700000048,4,https://www.indeed.com/rc/clk?jk=9462c2c0aa361adb&fccid=25f791467f79d9fe&vjs=3
511,"Data Scientist, Revenue Management",SYSCO,"{Data Mining, Machine Learning, Scripting, R, SAS, C/C++, SQL, Java, NoSQL, Python, OOP}","{4, 2, 3, 1, 2, 4, 1, 1, 5, 5, 1}",11,"{0.1379, 0.069, 0.1034, 0.0345, 0.069, 0.1379, 0.0345, 0.0345, 0.1724, 0.1724, 0.0345}",3.5,4,https://www.indeed.com/rc/clk?jk=50563a303516be2a&fccid=053befe8409ab9e4&vjs=3
589,Sr Data Scientist,SYSCO,"{Machine Learning, Hadoop, R, Marketing, SAS, Statisical Analysis, Tableau, Big Data, Java, SPSS, Management Consulting}","{4, 2, 3, 1, 3, 4, 1, 5, 1, 3, 2}",11,"{0.1379, 0.069, 0.1034, 0.0345, 0.1034, 0.1379, 0.0345, 0.1724, 0.0345, 0.1034, 0.069}",3.5,4,https://www.indeed.com/rc/clk?jk=a91e2bfb63c1f83b&fccid=053befe8409ab9e4&vjs=3
630,MILITARY ENGINES DATA SCIENTIST,UTC,"{Data Mining, Python, Microsoft Office, SQL}","{3, 4, 1, 2}",4,"{0.3, 0.4, 0.1, 0.2}",4,4,https://www.indeed.com/rc/clk?jk=290c35cf1cf73bed&fccid=54fab6b8f8edafb5&vjs=3
